Usuario,City,User items,Item title,Item description,Item views,Size,Brand,Status,Price,Color,Likes
yvonne.araiza,Madrid,12,Pantalón mezclilla C&A,pantalón mezclilla vaquero skinny talla 28 en buen estado para hombre,7,XXXS / 30 / 2,C&A,Muy bueno,"4,00 €",9,0
carmenalvandelarosa,Ocaña,2,Falda de flores de Pull and Bear,Falda de la marca Pull and Bear de la talla M con poco uso,19,M / 38 / 10,Pull & Bear,Muy bueno,"5,00 €",9,0
biloxi36,Zalea,3,Punto boboli ,Vestido orchestra talla 23 meses ,32,18-24 meses / 86-92 cm,Orchestra,Nuevo con etiquetas,"5,00 €",10,0
yvonne.araiza,Madrid,12,Pantalón mezclilla GAP ,"pantalón mezclilla marca GAP STRAIGHT buen estado, solo tiene marca de bolsillo derecho, se ve en fotografía ",31,S,GAP,Bueno,"4,00 €",9,1
monicat22,Novelda,5,Falda pantalón flecos,Rosa palo. Tejido raso interior. Cintura de goma negra.,51,M / 38 / 10,Zara,Muy bueno,"5,00 €",24,3
crissfam,,2,mono psicodélico estilo 80’s,"nunca puesto.
mono a rayas de colores azules,moradas,rojas...
la tela es elástica, se acopla al cuerpo y hace la silueta, así que vale para cualquier talla.

",46,Talla única,Boutique Indépendante,Nuevo con etiquetas,"6,00 €",7,1
moidixdiru,,6,Camisa de flores de Stradivarius ,Camisa usada pero en buenas condiciones. Tiene unos botones en los brazos para hacerla más corta,10,M / 38 / 10,Stradivarius,Bueno,"5,00 €",1,3
andrediaz,,3,Pantalón negro de Springfield,"Pantalón negro talla 42 de Springfield. Composición: 100% Algodón. 
Detalles: Cremallera lateral en cadera y bajos. 
Talle medio",64,XL / 42 / 14,Springfield,Muy bueno,"5,00 €",1,5
monicat22,Novelda,5,Falda tul negra. Puesta una vez.,Es una L pero talla una M.,19,M / 38 / 10,,Nuevo sin etiquetas,"4,00 €",1,2
rosagallengimeno,Benicasim,13,Collares tendencia verano 2020,"Hechos a mano, si tienes preferencias con otros colores se puede pedir. Se venden individualmente, si se quieren más de uno el precio puede disminuir.",94,,handmade,Nuevo sin etiquetas,"3,50 €",15,13
michely12,,1,Sandalias prada. ,"Usado 3 veces,#36 da para media talla más. Precio negociable 
",194,36.5,Prada,Muy bueno,"100,00 €",20,6
azu.gon,Talamanca Del Jarama,3,Zapatos de antelina de Topshop. ,sin usar. tienen una mancha de agua en un lateral ( se ve en una de las fotos). ya los compre así. ,17,39,Topshop,Nuevo sin etiquetas,"15,00 €",7,0
ariannamantas,,24,Zapatos de tacón ,Zapatos de tacón en tono amarillo,15,36,Stradivarius,Muy bueno,"8,00 €",8,4
skinnyyyyyyy,,1,Tacones Pull&Bear,"Tacones de terciopelo, solo usados una vez. ",102,38,Pull & Bear,Muy bueno,"10,00 €",1,10
cnueros,,2,Top de rayas de pull and bear ," En muy buen estado, da poca talla ",106,M / 38 / 10,Pull & Bear,Muy bueno,"3,00 €",9,20
carmen9576,Santander,2,Pañuelo pasmina rosa.,Como nuevo.,8,Talla única,Sin Marca,Muy bueno,"3,00 €",1,0
lachicainsomne,Malaga,21,Bikini Flores Rip Curl,Bikini de flores marca Rip Curl. La parte de arriba se ajusta con nudos y la de abajo tiene un cinturón  decorativo. Tiene una pequeña mancha que apenas se nota. Usado pocas veces porque me queda grande.,47,L / 40 / 12,RIP CURL,Bueno,"6,00 €",3,5
paquillamasroman,Mula,24,Camiseta ,Sin estrenar. Amarillo vivo. ,18,16-17 años / 164-170 cm,Ellesse,Nuevo con etiquetas,"8,00 €",8,3
sonifu2020,,3,Vestido veraniego,"Vestido veraniego, Talla S de Woman’Secret, sin usar, da poca talla.
",438,S / 36 / 8,women'secret,Nuevo sin etiquetas,"10,00 €",5,37
lolo321003,Valladolid,1,Chanclas GUCCI,"TALLA 39-40
En perfecto estado y 100x100 Originales.
Puestas una vez al comprobar que no me valian.
Fueron un regalo.
Preguntar cualquier cosa sin compromiso.
Se escuchan ofertas.
Son unisexs.",372,36,Gucci,Nuevo sin etiquetas,"235,00 €",1,1
elena769,,2,Vestido Asos,"Nuevo, a estrenar.  Talla 32, muy bonito y de calidad. ",408,XXS / 32 / 4,ASOS,Nuevo sin etiquetas,"15,00 €",7,13
davidcalderoncc,,1,Conjunto ellese ,Conjunto ellese ,1372,L / 40 / 12,,Nuevo con etiquetas,"35,00 €",1,20
mariariazzobenitez,Granada,2,Vestido lunares kling,"Vestido corto negro con estampado de lunares blancos. Talla 2 de la marca kling, corresponde a una s. Detalle de volantes en la parte baja a ambos lados. Cremallera posterior. Manga corta por encima del codo. Usado en dos ocasiones
",204,S / 36 / 8,Kling,Muy bueno,"12,00 €",1,15
irenemaarr,Zaragoza,3,Jersey gris con pelo Bershka,"TALLA M/28
Jersey gris jaspeado con mangas peludas a franjas blancas y mostaza. Es muy suave y agradable. Poco usado, en perfecto estado. ",104,M / 38 / 10,Bershka,Muy bueno,"5,00 €",3,31
raaquelmartos,,1,Camiseta de Mango,"Usado una única vez, talla única, en muy buen estado",14,Talla única,Mango,Muy bueno,"6,00 €",2,4
marikilla_lm,Armilla,8,Bolso ,"Bolso prácticamente nuevo, no tiene a penas uso",51,,Sin Marca,Nuevo sin etiquetas,"5,00 €",4,4
dinagm,,1,Camisa Blanca Mango. Talla L,"Camisa blanca mango, modelo Oxford sin estrenar. Con la etiqueta.
Talla L",58,L,Mango,Nuevo con etiquetas,"13,00 €",12,4
eleniuuus,Logroño,1,Cuñas Stradivarius,"Usadas una vez en una boda, talla 40 tacón de unos 11cm",129,40,Stradivarius,Muy bueno,"10,00 €",12,16
cristina.m.v,Madrid,2,"Chaqueta corta terciopelo, Zara. Estilo bomber.","Chaqueta corta, color negro, dibujo. Marca Zara, talla S. Muy poco uso. 
Tejido terciopelo. Fruncida/estrecha en puños y cintura (en cintura algo menos, quité un poco de elástico), pero casi no se nota.
",210,S / 36 / 8,Zara,Muy bueno,"8,00 €",1,12
natiseisdelonce,Malaga,162,Gorra,Muy poco uso. Buen estado. ,21,,,Muy bueno,"6,00 €",1,0
crispido,,15,Sujetador balconette encaje,Sin estrenar. De esta temporada de Intimissimi. Todavía se puede comprar en la web. Precio original 27.90€.,169,90C,Intimissimi,Nuevo con etiquetas,"12,00 €",7,28
anebilbaozabala,Bizkaia,1,Zapatillas negras Victoria,"Zapatillas negras en muy buen estado
",63,39,Victoria,Muy bueno,"15,00 €",1,10
cnueros,,2,Shorts negros con borde blanco de Hollister,Talla xs,95,XS / 34 / 6,Hollister,Bueno,"6,00 €",1,33
estefania-0v,,3,Botas nuevas marrones talla 40,"Botas nuevas talla 40 de El corte inglés, q por pasada la fecha de cambio, no se cambiaron. Están sin usar y su precio inicial era 69,99 €.
Marrones con un detalle en la parte de arriba un poquito más oscuro.",141,40,el corte ingles,Nuevo sin etiquetas,"40,00 €",2,2
1mariorami,Madrid,6,Pantalones Chándal Adidas,"Usado muy pocas veces, tejido de muy buena calidad. Ideal para hacer ejercicio",72,S,Adidas,Muy bueno,"10,00 €",12,8
georgina.sl,Castelldefels,10,Pantalones cortos blancos de Please,"Usado pocas veces, no tiene ningún tipo de defecto. Se ajusta a la cintura y su color blanco se mantiene intacto. 

En la etiqueta pone que son XS, yo diría más una talla 32-34.",15,XS / 34 / 6,PLEASE,Muy bueno,"4,00 €",12,1
rocio2103k,Oviedo,130,Zapato marypaz 3 usos,Usado 3 veces,3,38,Marypaz,Bueno,"5,00 €",1,0
sofiaarenas16,Ibi,73,Zapatos Martinelli,Como nuevos. Bien conservados. Tacón efecto madera. ,9,38,Martinelli,Muy bueno,"15,00 €",1,0
malvoclothing,,1,Abrigo Borrego,"Usado una vez sólo. 
Pone talla 44 pero equivale a una L.
Precio original: 130€",55,XL / 42 / 14,Donjaz,Muy bueno,"55,00 €",1,2
1mariorami,Madrid,6,Pantalones Chándal Adidas Real Madrid,"Totalmente nuevo con etiqueta, ideal para hacer deporte",62,L,Adidas,Nuevo con etiquetas,"12,00 €",12,3
georgina.sl,Castelldefels,10,Pantalones cortos de Mango,"Usado pocas veces pero no tiene ningún tipo de defecto. Son muy cómodos y se ajustan bien a la cintura.

#pantalonescortos #mango #negro ",50,S / 36 / 8,Mango,Muy bueno,"4,00 €",1,10
inakiegi,,3,Zapatillas Victoria color gris talla 42,Zapatillas de la marca Victoria talla 42. Color gris. Están usadas y algo gastadas.,38,42,Victoria,Satisfactorio,"5,00 €",3,0
94677gorliz,,2,Playeras Victoria ,"Playeras  Victoria  multicolor con plataforma .
Ideal para el verano !!!!!",23,36,Victoria,Muy bueno,"13,50 €",15,1
raqueelcaballero,Lloret de Mar,3,Camiseta de angeles del Bershka ,"usada pocas veces,en perfectas condiciones ",76,S / 36 / 8,Bershka,Muy bueno,"5,00 €",15,23
antoniojosesanchez,Lora Del Rio,3,"Zapatillas Nike, n.40, nuevas","Zapatillas Nike n.40 con una sola puesta, completamente nuevas",82,40,Nike,Nuevo sin etiquetas,"30,00 €",1,3
anitasena,Dos Hermanas,3,Mono largo Fresquito de Bubble ,"Esta prenda ha sido utilizada varías veces, pero sigue igual que el primer día. Solo utilizada en verano. Es una prenda bastante fresquita y no pesa nada, ideal para cuando quieres ir casual. Es talla única.",68,Talla única,bubble,Muy bueno,"6,00 €",3,4
marinaleeonq,,3,Pantalón gris oscuro NAF NAF,pantalón gris estilo 2000 CINTURA BAJA,98,M / 38 / 10,Naf Naf,Bueno,"3,00 €",3,20
edu_cors,Barcelona,8,Zaptillas Adidas Classic,"En muy buen estado, pero algo desgastadas en el interior de los talones. Por todo lo demás, como nuevas!",67,44,Adidas,Satisfactorio,"5,00 €",1,3
csb649511,Logroño,28,Pantalón caqui ,Usado pero buen estado,31,M,Pedro del Hierro,Muy bueno,"5,00 €",16,1
alibm7,,1,Camiseta ,Nueva,13,Talla única,Desconocida,Nuevo sin etiquetas,"4,00 €",12,1
farha54080,Rojales,3,Boucle d’oreille ,dore avec diamant ,100,,Diamant,Nuevo con etiquetas,"9,99 €",14,5
mayterubio,Madrid,4,Cortinas infantiles,"2 cortinas para una habitación de niña. 
En muy buen estado
Medidas: 1,50 m de largo por 1,40 m de ancho.",102,,Sin Marca,Muy bueno,"10,00 €",24,7
edu_cors,Barcelona,8,Zapatillas Munich Hombre,"Zapatillas en buen estado, talla 44.",43,44,munich,Bueno,"6,00 €",4,0
ladyxotas,Ourense,3,Cardigan Zara,cardigan fina en color gris,29,S / 36 / 8,Zara,Bueno,"3,00 €",3,3
edu_cors,Barcelona,8,Zapatillas botin Le Coq Sportif,"En buen estado, utilizadas pocas veces.",31,44.5,le coq sportif,Bueno,"10,00 €",2,0
sergio_slt,Palma de Mallorca,3,Zapatillas Adidas LXCON '94,"sin estrenar, caja y embalaje en perfecto estado, piel. 100% originales (verificable). 10,5 US/44,5 EU/ 10UK
",129,44.5,Adidas,Nuevo con etiquetas,"40,00 €",1,7
carlotam.7,,2,Converse white/black/white,"Zapatillas Converse sin estrenar. Dan mucha talla, mi hermana usa una 37 y le van perfectas. Precio original: 85€
",287,35,Converse,Nuevo con etiquetas,"70,00 €",1,40
yobo5,Tui (Casco Urbano),23,adidas adilette t-46,nuevo ,57,46,Adidas,Nuevo sin etiquetas,"20,00 €",7,7
alegna36300,,37,Vestido efecto blusa y falda ,"Vestido con blusa de gasa, ideal para cualquier ocasión. Talla S/M. #vestidoverano #verano2020 #evento ",15,M / 38 / 10,Kilibbi,Muy bueno,"6,00 €",4,2
hugapart,Málaga,3,Set de camisas (Multimarca),"En orden (fronta y trasera):
- Camisa Azul marino a estrenar sin etiquetas Marca BASSETTE Elegant Regular. Talla XL. (PVP 25€)
- Camisa a estrenar sin etiquetas Gris a estrenar Marca BASSETTE Elegant Regular. Talla XL. (PVP 25€)
- Camisa Vaquera a estrenar sin etiquetas Marca Pull&Bear. Talla L. (PVP 20€)
- Camisa 2ª mano blanca lunares, Massimo Dutti Finest Fabric. Talla L. (PVP 10€)
- Camisa 2ª mano Gris 7camicie Slim Fit. Talla M (PVP 15€)
- Camisa 2ª mano Azul cuadros Zara Man Slim Fit. Talla L. (PVP 10€)
- Camisa 2ª mano fina Azul (verano) Pull&Bear. Talla L. ((PVP 5€)
- Camisa/Polo 2ª mano Roja Marca Springfield. Talla M. (PVP 5€)
- Camisa 2ª Cuadros Gris Zara Man Tailored Fit. Talla M. (PVP 10€)

TODO EL CONJUNTO DE 9 CAMISAS SE ENVÍA POR 99,95€.

",53,L,Set,Muy bueno,"99,95 €",3,1
aurora1225,,3,Zapatos tacon Pura Lopez,Usados un par de veces. En perfecto estado.,54,38,Pura Lopez,Muy bueno,"40,00 €",11,0
aliciaalonso9,Madrid,3,Jersey gris de Abercrombie ,sin estrenar talla s,678,S / 36 / 8,Abercrombie & Fitch,Nuevo con etiquetas,"18,00 €",3,61
luzgal2486,Granada,2,Zapatillas Reebok,"Talla 37. Nuevas, sin estrenar. Con etiqueta y caja. Me las regalaron y me están pequeñas.
",521,37,Reebok,Nuevo con etiquetas,"60,00 €",17,52
alexx0206,Orihuela-Costa (Nucleo),9,Gafas de vista Ana Looking,"En pasta negra y metal dorado, están sin estrenar, tienen cristales originales.",98,,Ana Looking,Nuevo con etiquetas,"45,00 €",1,3
miguelhrn,,1,Cortavientos Chaqueta Nike,"Esta en perfecto estado 0 imperfecciones lo vendo porque me urge el dinero. 
Me lo he puesto 2 veces me costó 86 euros en footloker
Se entrega en Madrid, si vives lejos podemos quedar en un punto medio.
Preguntar sin compromiso.
651590763.",384,L,Nike,Muy bueno,"45,00 €",1,29
lightfyah,,1,Cazadora calaveras,"chupa negra con estampado calaveras.
es una talla M 
yo uso la L , 
de ahi por que la vendo esta nueva
",463,M,,Nuevo sin etiquetas,"25,00 €",1,15
pilarbm5,Calatayud,1,Sudadera nueva temporada footlocker ,"Nuevo sin etiquetas, da un poco más de talla",579,S,Foot Locker,Nuevo sin etiquetas,"38,00 €",1,38
na_aa,,3,Vans Sk8-Hi,"Usado de 2-3 veces.
Número 40 / 
US 9 / UK 6.5",867,40,Vans,Muy bueno,"45,00 €",17,87
mariacaandel,,3,Zapatos Jeffrey Campbell,"Los vendo porque me quedan grandes, solo los he usado una vez. Me costaron 150€",53,37,Jeffrey Campbell,Muy bueno,"50,00 €",2,2
tolola18,,3,Camisa basica negra ,"Camisa mas corta por delante, por detras tiene las espalda un poco abierta un nudo y cuelga dos lados de tela para poder hacer nudo, lazo etc... Manga tres quartos, de color negro, prácticamente nueva. Talla M y queda un poco holgada",250,M / 38 / 10,,Muy bueno,"8,00 €",1,5
miguelhrn,,1,Cortavientos Chaqueta Nike,"Esta en perfecto estado 0 imperfecciones lo vendo porque me urge el dinero. 
Me lo he puesto 2 veces me costó 86 euros en footloker
Se entrega en Madrid, si vives lejos podemos quedar en un punto medio.
Preguntar sin compromiso.
651590763.",384,L,Nike,Muy bueno,"45,00 €",1,29
lightfyah,,1,Cazadora calaveras,"chupa negra con estampado calaveras.
es una talla M 
yo uso la L , 
de ahi por que la vendo esta nueva
",463,M,,Nuevo sin etiquetas,"25,00 €",1,15
pilarbm5,Calatayud,1,Sudadera nueva temporada footlocker ,"Nuevo sin etiquetas, da un poco más de talla",579,S,Foot Locker,Nuevo sin etiquetas,"38,00 €",1,38
na_aa,,3,Vans Sk8-Hi,"Usado de 2-3 veces.
Número 40 / 
US 9 / UK 6.5",867,40,Vans,Muy bueno,"45,00 €",17,87
mariacaandel,,3,Zapatos Jeffrey Campbell,"Los vendo porque me quedan grandes, solo los he usado una vez. Me costaron 150€",53,37,Jeffrey Campbell,Muy bueno,"50,00 €",2,2
tolola18,,3,Camisa basica negra ,"Camisa mas corta por delante, por detras tiene las espalda un poco abierta un nudo y cuelga dos lados de tela para poder hacer nudo, lazo etc... Manga tres quartos, de color negro, prácticamente nueva. Talla M y queda un poco holgada",250,M / 38 / 10,,Muy bueno,"8,00 €",1,5
siriadm,,1,Mono azul Javier Simorra,"Jumpsuit.

Mono fluido azul marino de manga larga y escote en V. Pantalones anchos y con caida. Cinturón incorporado del mismo tejido a tono. Tela fina.
Perfecto para una boda o bautizo.

Talla M/L
(Encaja bien en tallas 38, 40 y 42)

Practicamente nuevo, solo un único uso.

No envio, solo entregas en mano.",420,M / 38 / 10,Javier Simorra,Muy bueno,"90,00 €",27,5
ericoliva,,1,Zapatos Munich Barru Sky,Zapatillas para vestir. No usadas.,178,40,munich,Nuevo sin etiquetas,"40,00 €",12,6
faucetfailure,Castelldefels,1,Limited Edition T-shirt,"Worn a few times, in good condition.
Price is negotiable.
",337,M,Philipp Plein,Bueno,"200,00 €",1,6
sophiamallol,Terrassa,3,Chaqueta reversible del Kiabi,Usada varias veces,356,M / 38 / 10,,Bueno,"8,00 €",15,29
marinarn17,,2,Camiseta de primark,Comprada por equivocación ,23,S / 36 / 8,Primark,Muy bueno,"2,00 €",15,0
oshopper,,2,Corbatas,"Corbatas usadas pero en excelente estado de distintos tipos. 7€ por corbata, 30€ por 6 corbatas o 12 corbatas por 50€.",30,,varias marcas,Muy bueno,"6,00 €",15,2
marinarn17,,2,Pantalon de berskha ,"Usado dos o tres veces,talla XS",44,XS / 34 / 6,Bershka,Muy bueno,"5,00 €",3,7
palopulido,,1,Top azul floreado ,"Body mujer de la colección GUESS by Marciano
Sin estrenar, talla M",384,M / 38 / 10,Guess,Nuevo con etiquetas,"35,00 €",9,26
lydiadge,,2,Pichi vaquero,Pichi vaquero en azul marino con fruncido en el pecho de la talla S,200,S / 36 / 8,camaieu,Muy bueno,"12,00 €",27,0
lcz7,Getafe,16,Pantalón fluido fresquito ,"A ESTRENAR. Los compre durante la cuarentena y se pasó el tiempo de devolución. Como ves me quedan fatal, así es que ese es el motivo por el que los vendo. Ojo: no son elásticos. Tienen bolsillos y una cinta para atar con un lazo o lo que guste. Llevan elastico en cintura y tobillos. ",45,L / 40 / 12,Stradivarius,Nuevo con etiquetas,"10,00 €",16,7
chinorris1984,,3,Pantalón Román secret nuevo talla xs,"Pantalón fino
",161,XS / 34 / 6,women'secret,Nuevo con etiquetas,"9,00 €",5,1
laugil0306,Pozuelo De Alarcon,8,Shorts tiro alto Stradivarius ,"pantalones shorts de tiro alto de Stradivarius talla 34.
usados poco, como nuevos y en perfecto estado ",21,XS / 34 / 6,Stradivarius,Nuevo sin etiquetas,"4,50 €",9,2
aurora4859,La Navata,15,Oferta cintas video VHS,"cintas VHS
lote de 40 cintas por 50 euros, se venden por separado por sos euros",129,Talla única,,Muy bueno,"2,00 €",,3
maria.lg2,Madrid,1,Vestido,"vestido medio largo 
",58,L / 40 / 12,T.A.T.U.,Nuevo sin etiquetas,"20,00 €",1,6
carmenfersua,,3,Mono Rojo ,"Sin estrenar, talla única, tela de punto. Ideal para verano. ",102,Talla única,,Nuevo sin etiquetas,"4,00 €",7,6
carmenfersua,,3,Chaquetón niño/a DMB,Artículo usado en pocas ocasiones. Perfecto estado.,21,M / 38 / 10,Hipercor,Muy bueno,"5,00 €",4,1
titamerchis,,2,Pantalones anchos Springfield,"Pantalones anchos XDYE Collection, usados poco",29,M / 38 / 10,Springfield,Bueno,"5,00 €",2,1
carmenfersua,,3,Tacones MariPaz,"Talla 40, color beig con tacón de charol color Rosa maquillaje. Pocos usos. ",94,40,Marypaz,Bueno,"6,00 €",4,7
titamerchis,,2,Camiseta negra Bershka,"Camiseta negra de Bershka
",7,M / 38 / 10,Bershka,Bueno,"2,00 €",1,0
natalycumplido,Andalucía,14,Pomada cejas ,"pomada de cejas primark , no es mi tono por lo cual 
esta nueva sin usar . ",285,,Primark,Nuevo con etiquetas,"1,50 €",,16
irene_candela,Torrente,83,Camisa de rayas Stradivarious ,"En perfecto estado, está nueva, no queda oversize.",52,M / 38 / 10,Stradivarius,Muy bueno,"3,00 €",9,12
andreumc,,1,Reloj Diesel hombre,"Espectacular reloj solo usado en 2 ocasiones en perfecto estado. En la web de la marca se vende a 369€.

Amazing cool and modern watch just used twice. At the Diesel website the price is 369€ as you can check in the pictures.",148,,Diesel,Muy bueno,"155,00 €",2,6
mimaite,Vitoria-Gasteiz,41,Blusa tirantes.,Talla amplia,57,M / 38 / 10,Mango,Nuevo sin etiquetas,"7,00 €",23,7
patrimc22,Talavera de la Reina,4,Zapatillas esparto serpiente,"Zapatillas de Zara, con estampado de serpiente 
",43,37,Zara,Bueno,"5,00 €",1,2
amparo1968rr,Bilbao,3,Suéter gris Sfera,Nuevo,38,L / 40 / 12,Sfera,Nuevo sin etiquetas,"5,00 €",3,4
patrimc22,Talavera de la Reina,4,Sandalias tiras ,"Sandalias tacón con cremallera atrás 
",17,37,,Bueno,"7,00 €",9,0
nuuriia000,Murcia,2,Bolso versace,"bolso grande de leopardo, casi sin uso, como nuevo en perfectas condiciones",102,,Versace,Nuevo con etiquetas,"200,00 €",2,4
carlos1976-lambretta,,24,Zapatos cuña,zapatos cuña en buen estado ,49,38,,Muy bueno,"3,00 €",7,4
maariabarrios,Carmona,129,Deportivas Lacoste,Deportivas Lacoste,87,37,Lacoste,Muy bueno,"18,00 €",1,4
biimbi,,1,Adidas yeeze 700 ,"deportivas con muy poco uso 
son originales y las vendo con caja original 

son unisex.",178,37.5,Adidas,Muy bueno,"300,00 €",1,8
cheluno,Madrid,1,Zapatillas Converse - Chuck Taylor All Star (negras),Zapatillas Converse - Chuck Taylor All Star (negras) como nuevas. Usadas una vez. Están en perfecto estado.,113,43,Converse,Muy bueno,"50,00 €",1,10
juanbas11,Oviedo,19,Funda iPhone 6/7/8 Maison du Monde ,nuevo a estrenar ,45,,iPhone,Nuevo con etiquetas,"5,00 €",10,2
franitto,,1,Chaqueta Nike ,chaqueta Nike vintage en buen estado talla s,56,S,Nike,Bueno,"20,00 €",1,3
rrroossaa,Merida,12,Zapatillas de estar por casa,Sin usar. Primark talla 38-39,40,38,Primark,Nuevo con etiquetas,"3,00 €",6,7
bego4198,Tarragona,19,Pantalones cortos varias marcas,"Lote de 3 pantalones cortos:
Rojo Springfiel talla 36
Verde lima Boboli talla 14
Azul H&M talla 38",32,13-14 años/ 152-158 cm,varias marcas,Muy bueno,"5,00 €",15,2
monchi87,,2,Deportivas Adidas talla 39,Zapatillas deportivas Adidas rosa y verde muy cómodas.,179,39,Adidas,Bueno,"15,00 €",5,14
yolatoko,Santiago de Compostela,9,Vendo chanclas stussy ,"Nuevas a estrenar talla 42,5",44,42.5,Nike,Nuevo con etiquetas,"60,00 €",15,2
monicapisapisa,,1,Vestido leopardo,Vestido de leooardo manga corta talla 36,28,XS / 34 / 6,Stradivarius,Bueno,"5,00 €",1,0
cati2012,,8,ropa variada,"hay jerseis y paltalones de invierno.
apenas usados hay tallas variadas.
jerseys talla s
pantalones tallas 34 y 38
hay ropa sin quitar la etiqueta.
el precio es por unidad.",150,XS / 34 / 6,Bershka,Nuevo sin etiquetas,"3,00 €",15,2
anabellasonhos,,1,Plataform Sandals,Sandalias de plataforma negra,143,38,Sin Marca,Muy bueno,"5,00 €",1,10
emma2851977,,3,Enciclopedia Patrimonio del mundo,"Enciclopedia 15 tomos,Patrimonio del mundo:Europa,África,América,Rusia,Asia,.           Oceanía...",26,,,Nuevo sin etiquetas,"50,00 €",,0
llara26,,1,Falda verde militar de pull&bear,"Es una falda de nueva colección sin usar , aún tiene las etiquetas .",338,M / 38 / 10,Pull & Bear,Nuevo con etiquetas,"17,99 €",10,25
montse7538,Barcelona,1,Pantalones cargo negros (M),Pantalones nuevos que pedí por Internet pero no son la talla que buscaba. Incluso conservo la bolsa en la que vino,900,M,Desconocida,Nuevo con etiquetas,"40,00 €",1,56
liva1984b,,2,Chaqueta Mikel Koors ,chaqueta michales koors nueva ,70,L,Michael Kors,Nuevo sin etiquetas,"100,00 €",27,0
lidia0108,,30,Zapato peep toes de strarivarius ,bastante uso pero en buen estado lo único que tiene la plantilla despegada en foto se ve talla 40,151,40,Stradivarius,Satisfactorio,"5,00 €",7,2
hicaro16,Malaga,2,Chaqueta H&M,"chaqueta/cazadora de HyM. Es de la talla L. perfecto estado, sin usar.",37,L,H&M,Nuevo sin etiquetas,"10,00 €",2,2
antoniogb0,,1,Zapatillas Nike Air Max 720 originales nuevas sin uso ,"Las zapatillas están sin uso, lo único que tiene es se deshilacho una lengüeta y se tuvo que arreglar, no tengo la caja de las zapatillas, pero las mando en una caja Nike de ahí su precio",94,45,Nike,Nuevo sin etiquetas,"85,00 €",1,3
bargp92,Pinto,18,Sandalias de Zara,"Sandalias muy bonitas de Zara rosa palo y plateado. Usadas una vez, como nuevas. Son 37 pero dan talla, yo tengo un 38 y me quedan como en la foto. ",148,37,Zara,Muy bueno,"12,00 €",13,5
irene0203,,2,Pantalón color chocolate de Zara ,"Pantalón color chocolate de Zara, talla S. Sin estrenar!!! Perfecto para verano o estaciones de entretiempo😊",588,S / 36 / 8,Zara,Nuevo con etiquetas,"7,00 €",2,56
marifejm,,75,Vestido blanco ibizenco,cómodo y practicó ,53,XS / 34 / 6,Blanco,Muy bueno,"4,00 €",12,6
paulahm90,Vilches,6,Blusa asimétrica Stradivarius ,"nuevo, con etiqueta ",71,S / 36 / 8,Stradivarius,Nuevo con etiquetas,"7,00 €",15,10
tcl930,Valencia,3,Pantalón de formal ,Poco usado,32,XS / 34 / 6,Mango,Bueno,"7,00 €",1,1
anpedetu,Elx/Elche,15,Zapatillas Pepe Jeans,"Zapatillas de la marca Pepe Jeans.
Talla: 43",28,43,Pepe Jeans,Bueno,"10,00 €",2,0
raquelop,Granada,24,Falda mango ,Color camel. Talla 36 nueva con etiqueta ,36,S / 36 / 8,Mango,Nuevo con etiquetas,"12,00 €",2,5
alita92,Zizur Mayor/Zizur Nagusia,19,Zapatillas Nike,Zapatillas de Nike para hacer deporte ,182,40,Nike,Muy bueno,"12,00 €",11,23
misslara82,Madrid,26,Sandalias flores de Bershka talla 41,"Sandalias de Bershka talla 41.
Compradas por Internet pero nunca puestas, me queda enanas! ",92,41,Bershka,Nuevo sin etiquetas,"8,00 €",5,8
crl2509,Avilés,3,Mini vestido peplum,"Talla S de Bershka. Escote corazón. Peplum que disimula barriguita, falta tipo tubo ajustada.",81,S / 36 / 8,Bershka,Bueno,"4,00 €",1,19
tcl930,Valencia,3,Vestido de verano ,Poco usado,193,S / 36 / 8,Mango,Bueno,"5,00 €",1,17
crl2509,Avilés,3,Vestido mini,"Usado un par de veces. Talla M de Bershka. Se ajusta el cuerpo, tirantes regulables.",156,M / 38 / 10,Bershka,Muy bueno,"5,00 €",1,39
yaijoza,Sevilleja De La Jara,2,Camisa de gasa ,Camisa de gasa rosa palo  preciosa ,41,S / 36 / 8,Bershka,Nuevo sin etiquetas,"5,00 €",24,0
lasoni,Utebo,10,Vestido largo,"Vestido con goma en la cintura, usado 1 vez. ",136,M / 38 / 10,Stradivarius,Muy bueno,"5,00 €",5,3
tachiny,A Coruña,1,Sandalias Teva,"compradas por Vinted y error de talla 
usadas ",35,35,Teva,Bueno,"5,00 €",2,1
maite111723,,2,Sandalias plataforma planas de Cool,usadas tan solo una vez ,106,39,Coolway,Muy bueno,"10,00 €",14,10
yaijoza,Sevilleja De La Jara,2,Camisa baquera ,Camisa baquera talla M ,24,M / 38 / 10,Sin Marca,Bueno,"5,00 €",9,2
cambadosgirl,,3,Chaqueta Topman  verde,En perfecto estado,18,M,Topman,Muy bueno,"5,00 €",10,0
cambadosgirl,,3,Botines Zara beige,"Sin estrenar, en perfecto estado.",76,38,Zara,Nuevo sin etiquetas,"10,00 €",4,3
cambadosgirl,,3,Chaqueta Topman  verde,En perfecto estado,18,M,Topman,Muy bueno,"5,00 €",10,0
cambadosgirl,,3,Botines Zara beige,"Sin estrenar, en perfecto estado.",76,38,Zara,Nuevo sin etiquetas,"10,00 €",4,3
tcl930,Valencia,3,Blusa de Blanco,Poco usado. Talla M.,36,M / 38 / 10,Blanco,Muy bueno,"4,00 €",15,1
